linear,use_x_norm,use_qk_norm,use_all_norm,embedding_type,model_scale,model_scale_method,num_params,depth,width,seed,run_num,train_loss,val_loss,train_acc,val_acc,val_pplx,grad_norm,cumulative_time,tokens_seen_train,tokens_seen_val,epochs_train,epochs_val
false,true,false,false,learned,2.0,depth,53385616,16,384,100,1,"[6.5625, 6.09375, 5.875, 5.71875, 5.5, 5.4375, 5.375, 5.25, 5.09375, 5.0, 4.90625, 4.90625, 4.84375, 4.875, 4.78125, 4.6875, 4.65625, 4.59375, 4.625, 4.65625, 4.59375, 4.53125, 4.375, 4.4375, 4.46875, 4.40625, 4.3125, 4.375, 4.25, 4.34375, 4.3125, 4.25, 4.3125, 4.15625, 4.25, 4.25, 4.1875, 4.0625, 4.15625, 4.0625, 4.09375, 4.1875, 4.09375, 4.125, 4.0, 4.03125, 4.0, 4.03125, 4.03125, 3.765625, 3.890625, 3.984375, 3.90625, 3.765625, 3.9375, 4.03125, 3.828125, 3.8125, 3.71875, 3.75, 3.75, 3.78125, 3.703125, 3.828125, 3.875, 3.765625, 3.765625, 3.796875, 3.59375, 3.546875, 3.625, 3.5625, 3.65625, 3.640625, 3.6875, 3.53125, 3.59375, 3.53125, 3.5625, 3.671875, 3.515625, 3.671875, 3.578125, 3.5, 3.515625, 3.453125, 3.578125, 3.5625, 3.4375, 3.546875, 3.359375, 3.453125, 3.46875, 3.25, 3.40625, 3.46875, 3.421875, 3.484375, 3.5, 3.5, 3.390625, 3.34375, 3.40625, 3.515625, 3.375, 3.546875, 3.390625, 3.46875, 3.46875, 3.4375, 3.40625, 3.4375, 3.421875, 3.296875, 3.265625, 3.359375, 3.203125, 3.5625, 3.234375, 3.25, 3.3125, 3.359375, 3.46875, 3.328125, 3.390625, 3.34375, 3.40625, 3.25, 3.234375, 3.265625, 3.28125, 3.328125, 3.3125, 3.421875, 3.28125, 3.34375, 3.484375, 3.21875, 3.328125, 3.265625, 3.234375, 3.296875, 3.25, 3.3125, 3.234375, 3.1875, 3.21875, 3.25, 3.234375, 3.1875, 3.21875, 3.1875, 3.234375, 3.046875, 3.25, 3.171875, 3.25, 3.15625, 3.140625, 3.125]","[5.543907642364502, 5.132404804229736, 4.792109489440918, 4.615218162536621, 4.500430107116699, 4.377080917358398, 4.312990665435791, 4.2470173835754395, 4.224550724029541, 4.166287899017334, 4.0418925285339355, 3.99644136428833, 3.9275879859924316, 3.8701677322387695, 3.797492265701294, 3.7249109745025635, 3.7075371742248535, 3.7446467876434326, 3.6032519340515137, 3.646592617034912, 3.6265056133270264, 3.6320388317108154, 3.525627613067627, 3.4680652618408203, 3.505364418029785, 3.4574134349823, 3.4448845386505127, 3.464675188064575, 3.3989357948303223, 3.3732686042785645, 3.4156384468078613, 3.433274269104004, 3.3118510246276855, 3.3846728801727295, 3.3647279739379883, 3.3516006469726562, 3.3621413707733154, 3.3314218521118164, 3.3012475967407227, 3.30989933013916]","[0.17716439068317413, 0.18864299356937408, 0.20537450909614563, 0.21206225454807281, 0.21865272521972656, 0.22699415683746338, 0.22830739617347717, 0.2405811846256256, 0.24846670031547546, 0.2554517090320587, 0.26620909571647644, 0.2603679895401001, 0.26465147733688354, 0.25973519682884216, 0.26859423518180847, 0.2731454372406006, 0.27105236053466797, 0.2825155556201935, 0.2743380069732666, 0.2697868049144745, 0.28449708223342896, 0.2870849668979645, 0.30085450410842896, 0.2959960997104645, 0.29350587725639343, 0.2928466796875, 0.30305176973342896, 0.295166015625, 0.3092285096645355, 0.3078369200229645, 0.3086914122104645, 0.31000977754592896, 0.30729982256889343, 0.3192138671875, 0.31474611163139343, 0.31779786944389343, 0.31853029131889343, 0.3282714784145355, 0.3173828125, 0.33647462725639343, 0.3287597596645355, 0.31889650225639343, 0.3243164122104645, 0.3287353515625, 0.3320068418979645, 0.33649903535842896, 0.3405517637729645, 0.3284668028354645, 0.33149415254592896, 0.367919921875, 0.3471923768520355, 0.3336425721645355, 0.34550783038139343, 0.35783693194389343, 0.34431153535842896, 0.33391115069389343, 0.3502197265625, 0.36042481660842896, 0.36577150225639343, 0.3609863221645355, 0.36323243379592896, 0.35761719942092896, 0.37226563692092896, 0.34663087129592896, 0.34504395723342896, 0.3586669862270355, 0.36323243379592896, 0.3587402403354645, 0.3753418028354645, 0.3797363340854645, 0.3774658143520355, 0.3766113221645355, 0.3703369200229645, 0.3714599609375, 0.36662599444389343, 0.38288575410842896, 0.37353515625, 0.38286134600639343, 0.38093262910842896, 0.37150880694389343, 0.3938964903354645, 0.3682861328125, 0.3753418028354645, 0.3886474668979645, 0.38361817598342896, 0.3860107362270355, 0.37849122285842896, 0.3746337890625, 0.3890380859375, 0.38371583819389343, 0.39995118975639343, 0.39404296875, 0.38920900225639343, 0.40507814288139343, 0.39787599444389343, 0.3873291015625, 0.3910156190395355, 0.3896484375, 0.3795410096645355, 0.38618165254592896, 0.39460450410842896, 0.3996337950229645, 0.3925537168979645, 0.3868164122104645, 0.3942627012729645, 0.38117676973342896, 0.39531251788139343, 0.3811279237270355, 0.3849121034145355, 0.39018556475639343, 0.39079591631889343, 0.3836425840854645, 0.39643555879592896, 0.40544435381889343, 0.4058837890625, 0.3978515565395355, 0.4170165956020355, 0.3797607421875, 0.4117675721645355, 0.40617677569389343, 0.4006591737270355, 0.39787599444389343, 0.384033203125, 0.4034423828125, 0.3924560546875, 0.40131837129592896, 0.3895263671875, 0.41755372285842896, 0.4148193299770355, 0.4046630859375, 0.4044189453125, 0.3962158262729645, 0.40434572100639343, 0.38923341035842896, 0.4020019471645355, 0.3963623046875, 0.383056640625, 0.4177490174770355, 0.4045166075229645, 0.40485841035842896, 0.4155517518520355, 0.40546876192092896, 0.4030517637729645, 0.3987060487270355, 0.4142089784145355, 0.41374513506889343, 0.41450196504592896, 0.4069580137729645, 0.40666505694389343, 0.41948243975639343, 0.41279298067092896, 0.41572266817092896, 0.41315919160842896, 0.4287353456020355, 0.40312501788139343, 0.4154296815395355, 0.40886232256889343, 0.41215822100639343, 0.4229980409145355, 0.41950684785842896]","[0.22620445489883423, 0.2450520396232605, 0.2739323079586029, 0.285305917263031, 0.29121091961860657, 0.3038281202316284, 0.307350218296051, 0.3135676681995392, 0.3161589205265045, 0.3246484100818634, 0.3326301574707031, 0.3376498222351074, 0.3410286009311676, 0.3545377850532532, 0.3556055426597595, 0.3624739646911621, 0.36660152673721313, 0.3639322519302368, 0.37841808795928955, 0.3733268976211548, 0.3734440207481384, 0.37472644448280334, 0.38771486282348633, 0.38990241289138794, 0.38473308086395264, 0.39234381914138794, 0.3872135579586029, 0.38841792941093445, 0.3977018892765045, 0.3996288776397705, 0.3930013179779053, 0.39010414481163025, 0.40647777915000916, 0.40049469470977783, 0.40188801288604736, 0.402389258146286, 0.4000260531902313, 0.404518187046051, 0.4054426848888397, 0.4080273509025574]","[255.67422485351562, 169.42349243164062, 120.55503845214844, 101.00955963134766, 90.05559539794922, 79.60509490966797, 74.66323852539062, 69.89643859863281, 68.3436050415039, 64.47549438476562, 56.933841705322266, 54.40406036376953, 50.78420639038086, 47.95030975341797, 44.589115142822266, 41.46744155883789, 40.75321578979492, 42.29396438598633, 36.71735763549805, 38.34370040893555, 37.5811767578125, 37.789695739746094, 33.975013732910156, 32.074554443359375, 33.29349899291992, 31.734716415405273, 31.339595794677734, 31.96600341796875, 29.93216323852539, 29.17366600036621, 30.436307907104492, 30.97783851623535, 27.43580436706543, 29.50827407836914, 28.925565719604492, 28.54833221435547, 28.85084342956543, 27.97803497314453, 27.146427154541016, 27.38231086730957]","[0.34004162376586206, 0.3340280740308989, 0.2525421899130527, 0.2731358010054784, 0.2811689928911929, 0.263652491422729, 0.27825396319826295, 0.2722841610263255, 0.3221339677735337, 0.3123392166223509, 0.30347551190317584, 0.2851335794315687, 0.21804217383242913, 0.2837660762277123, 0.22983949054737948, 0.19610127461588514, 0.22351215863156643, 0.2159761873550041, 0.22357914129253487, 0.18780483237139994, 0.21750036738436998, 0.24882048258585215, 0.18256207731995203, 0.19288259959306187, 0.1789766950093422, 0.17123522764081414, 0.1638767067060143, 0.17122204336287924, 0.1667127446407458, 0.15578124908248378, 0.16816768903792426, 0.17107378172783244, 0.16833920511074546, 0.16082376221182662, 0.17008491055111605, 0.15923890718300274, 0.15698891062882234, 0.1885938663361621, 0.14965602605984593, 0.14117871521321038]","[5.99614697265625, 11.43090625, 16.90591064453125, 22.3875087890625, 27.89464892578125, 33.5161611328125, 39.3110283203125, 45.22953857421875, 51.72910009765625, 58.24454248046875, 64.75968261718751, 72.16668310546876, 82.38417138671876, 93.88411474609376, 106.53738720703126, 119.57461083984376, 133.76433837890625, 148.97456689453125, 165.72393408203123, 182.34294970703124, 199.98286962890623, 219.41211767578122, 241.53237939453123, 263.5294243164062, 285.7803793945312, 309.31179345703123, 333.09267041015624, 357.39325048828124, 383.9934770507812, 413.6622211914062, 444.09704931640624, 472.8739438476562, 503.04830712890623, 532.8343032226562, 568.3758930664062, 602.1289165039062, 638.5656274414063, 677.0499399414063, 718.7319946289062, 762.4659008789063]","[452320, 863520, 1274720, 1685920, 2508320, 2919520, 3330720, 3741600, 4563360, 4974240, 5385120, 5796000, 6617760, 7028640, 7439520, 7850400, 8672160, 9083040, 9493920, 9904800, 10724000, 11133600, 11543200, 11952800, 12772000, 13181600, 13591200, 14000800, 14820000, 15229600, 15639200, 16048800, 16868000, 17277600, 17687200, 18096800, 18916000, 19325600, 19735200, 20144800, 20964000, 21373600, 21783200, 22192800, 23012000, 23421600, 23831200, 24322720, 25510560, 26206880, 26985120, 27599520, 28828320, 29606560, 30343840, 31122080, 32637600, 33456800, 34235040, 35054240, 36610720, 37429920, 38290080, 39109280, 40911520, 41812640, 42672800, 43573920, 45417120, 46359200, 47383200, 48325280, 50373280, 51479200, 52503200, 53568160, 55739040, 56804000, 57868960, 58974880, 61104800, 62087840, 63234720, 64381600, 66921120, 68231840, 69378720, 70607520, 73188000, 74580640, 76096160, 77447840, 80315040, 81789600, 83100320, 84492960, 87360160, 88711840, 89981600, 91497120, 94282400, 95756960, 97231520, 98828960, 101941920, 103457440, 104850080, 106488480, 109560480, 110830240, 112550560, 114148000, 117465760, 119104160, 120742560, 122503840, 126026400, 127869600, 129794720, 131678880, 135815840, 137700000, 139707040, 141673120, 145277600, 147120800, 148882080, 150766240, 154493600, 156582560, 158548640, 160432800, 163996320, 165880480, 167805600, 169730720, 174031520, 176284320, 178660000, 180953760, 185500320, 187671200, 189760160, 191849120, 196027040, 198238880, 200737440, 203195040, 207864480, 210485920, 212943520, 215319200, 220439200, 222978720, 225518240, 228344480, 234037920, 236946080, 239772320, 242557600]","[2056000, 4111392, 6165792, 8220192, 10273440, 12321440, 14369440, 16417440, 18465440, 20513440, 22561440, 24896160, 28132000, 31777440, 35791520, 39928480, 44434080, 49267360, 54592160, 59876000, 65487520, 71672480, 78717600, 85721760, 92807840, 100303520, 107881120, 115622560, 124101280, 133563040, 143270560, 152445600, 162071200, 171573920, 182919840, 193692320, 205324960, 217612960, 230924960, 244892320]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]"
false,true,false,false,learned,2.0,depth,53385616,16,384,101,2,"[6.53125, 6.0625, 5.84375, 5.75, 5.59375, 5.40625, 5.375, 5.28125, 5.15625, 5.03125, 5.0, 4.9375, 4.8125, 4.78125, 4.65625, 4.6875, 4.65625, 4.5625, 4.5, 4.53125, 4.5625, 4.53125, 4.5, 4.5, 4.375, 4.40625, 4.3125, 4.4375, 4.3125, 4.3125, 4.15625, 4.15625, 4.125, 4.09375, 4.15625, 4.25, 4.125, 4.09375, 4.125, 4.0625, 4.25, 4.03125, 4.125, 4.25, 4.03125, 4.0, 4.1875, 4.09375, 4.0, 3.9375, 3.984375, 4.0, 4.03125, 3.890625, 3.890625, 3.765625, 3.890625, 3.71875, 3.796875, 3.859375, 3.734375, 3.84375, 3.796875, 3.734375, 3.765625, 3.75, 3.75, 3.5625, 3.65625, 3.65625, 3.59375, 3.734375, 3.6875, 3.625, 3.6875, 3.46875, 3.46875, 3.5625, 3.59375, 3.53125, 3.421875, 3.578125, 3.5625, 3.5625, 3.578125, 3.484375, 3.515625, 3.515625, 3.515625, 3.40625, 3.4375, 3.578125, 3.28125, 3.421875, 3.421875, 3.421875, 3.390625, 3.390625, 3.421875, 3.34375, 3.390625, 3.4375, 3.4375, 3.375, 3.046875, 3.359375, 3.390625, 3.375, 3.46875, 3.40625, 3.328125, 3.40625, 3.34375, 3.078125, 3.34375, 3.3125, 3.25, 3.1875, 3.203125, 3.1875, 3.203125, 3.390625, 3.3125, 3.234375, 3.265625, 3.421875, 3.140625, 3.265625, 3.265625, 3.328125, 3.296875, 3.15625, 3.21875, 3.25, 3.203125, 3.25, 3.21875, 3.15625, 3.140625, 3.28125, 3.25, 3.25, 3.140625, 3.21875]","[5.57283878326416, 5.076176643371582, 4.824802875518799, 4.552883148193359, 4.501113414764404, 4.390507698059082, 4.328696250915527, 4.229287147521973, 4.143112659454346, 4.124085903167725, 4.1338725090026855, 3.9922585487365723, 3.980351209640503, 3.85733699798584, 3.81968355178833, 3.748976707458496, 3.7011847496032715, 3.6434621810913086, 3.5903470516204834, 3.5826854705810547, 3.584481954574585, 3.5171561241149902, 3.4766032695770264, 3.4512691497802734, 3.404794454574585, 3.391571044921875, 3.3160338401794434, 3.3811261653900146, 3.3951919078826904, 3.3256940841674805, 3.338480234146118, 3.342379331588745, 3.3540141582489014, 3.307798147201538, 3.261537551879883, 3.364173173904419]","[0.18005836009979248, 0.19182878732681274, 0.20595817267894745, 0.21412937343120575, 0.21459144353866577, 0.22986380755901337, 0.22497567534446716, 0.23556755483150482, 0.24540011584758759, 0.25693631172180176, 0.25267717242240906, 0.2552083134651184, 0.2688376009464264, 0.2657710313796997, 0.28344041109085083, 0.2771855294704437, 0.2803007960319519, 0.28232085704803467, 0.28959792852401733, 0.29079049825668335, 0.28400880098342896, 0.28571778535842896, 0.2922607362270355, 0.29169923067092896, 0.2971435487270355, 0.2992187440395355, 0.30766603350639343, 0.2947021424770355, 0.30354005098342896, 0.30573731660842896, 0.32050782442092896, 0.3265380859375, 0.3234619200229645, 0.3274169862270355, 0.3158203065395355, 0.3111328184604645, 0.31572267413139343, 0.32258301973342896, 0.3194580078125, 0.3286376893520355, 0.3097167909145355, 0.3350585997104645, 0.3244384825229645, 0.31376954913139343, 0.3332275450229645, 0.3305419981479645, 0.31938478350639343, 0.3301757872104645, 0.33549806475639343, 0.34492188692092896, 0.3406005799770355, 0.33586427569389343, 0.331787109375, 0.34619140625, 0.3493896424770355, 0.35920411348342896, 0.35102540254592896, 0.3674560487270355, 0.35893556475639343, 0.3441162109375, 0.3663574159145355, 0.3570312559604645, 0.35246583819389343, 0.3626464903354645, 0.35991212725639343, 0.35603028535842896, 0.36140137910842896, 0.3820556700229645, 0.3655761778354645, 0.3691162168979645, 0.3756347596645355, 0.36103516817092896, 0.3672851622104645, 0.37541505694389343, 0.3608642518520355, 0.38923341035842896, 0.38886719942092896, 0.37116700410842896, 0.37841796875, 0.3831787109375, 0.3886962831020355, 0.375, 0.3783935606479645, 0.37824708223342896, 0.3787841796875, 0.3822265565395355, 0.38525390625, 0.3865722715854645, 0.3816894590854645, 0.3901611268520355, 0.385986328125, 0.3730712831020355, 0.40864259004592896, 0.39667969942092896, 0.39763185381889343, 0.39599609375, 0.39616701006889343, 0.38935548067092896, 0.39055177569389343, 0.39899903535842896, 0.392578125, 0.39079591631889343, 0.39106446504592896, 0.3952880799770355, 0.42841798067092896, 0.3973144590854645, 0.39741212129592896, 0.3951171934604645, 0.3898681700229645, 0.386962890625, 0.39995118975639343, 0.3909668028354645, 0.39335939288139343, 0.4298095703125, 0.4010009765625, 0.4071044921875, 0.41105958819389343, 0.416015625, 0.4134765565395355, 0.41398927569389343, 0.41645509004592896, 0.3892822265625, 0.40156251192092896, 0.41313478350639343, 0.4035888612270355, 0.3902343809604645, 0.42280274629592896, 0.40214845538139343, 0.40214845538139343, 0.39387208223342896, 0.4002685546875, 0.4196533262729645, 0.41850587725639343, 0.40739747881889343, 0.41511231660842896, 0.4113525450229645, 0.41533204913139343, 0.4234619140625, 0.42009279131889343, 0.39924317598342896, 0.4082275331020355, 0.4083496034145355, 0.4217529296875, 0.4112792909145355]","[0.22598959505558014, 0.2494661808013916, 0.26755207777023315, 0.2923828363418579, 0.292643278837204, 0.30140626430511475, 0.3083658814430237, 0.3127604126930237, 0.3243229389190674, 0.32576173543930054, 0.32791668176651, 0.3360026478767395, 0.3415234088897705, 0.3528386056423187, 0.3546094298362732, 0.3591471314430237, 0.36705729365348816, 0.36990886926651, 0.376595139503479, 0.3746224343776703, 0.3771289587020874, 0.3850977122783661, 0.3874284327030182, 0.3893619775772095, 0.3944857120513916, 0.3982292711734772, 0.40466147661209106, 0.40154945850372314, 0.3973633646965027, 0.4040950536727905, 0.40143880248069763, 0.4051302373409271, 0.3999154269695282, 0.4055534303188324, 0.4096028804779053, 0.3984960615634918]","[263.17919921875, 160.16000366210938, 124.5615234375, 94.90536499023438, 90.11714935302734, 80.68114471435547, 75.84513092041016, 68.66807556152344, 62.99843978881836, 61.811119079589844, 62.41900634765625, 54.176971435546875, 53.53569793701172, 47.3390007019043, 45.58966827392578, 42.47748947143555, 40.495155334472656, 38.223854064941406, 36.2465705871582, 35.96992492675781, 36.034603118896484, 33.688411712646484, 32.349578857421875, 31.540327072143555, 30.10803985595703, 29.7125301361084, 27.550804138183594, 29.40380096435547, 29.820310592651367, 27.818241119384766, 28.176212310791016, 28.28628921508789, 28.6173152923584, 27.3248348236084, 26.08956527709961, 28.909521102905273]","[0.3011887466097436, 0.3284655946633351, 0.26228842073763003, 0.2706777155741219, 0.26653661693917363, 0.2829215756098005, 0.27304462218242065, 0.2733530946255285, 0.2896892840944613, 0.29833229399700684, 0.30616208881172957, 0.22525368805306825, 0.2909047276706183, 0.23176787152724038, 0.2171149509117702, 0.2001858150832333, 0.18419884667180242, 0.1835895163172843, 0.2200510504629463, 0.19939246154086135, 0.17434685496925345, 0.18667875753763455, 0.1647022576654183, 0.22621153035413086, 0.16866553199295953, 0.1816428775549142, 0.1747458757098511, 0.17217090027959092, 0.16993768043615107, 0.1339218710034841, 0.18428977036878394, 0.16574544698403423, 0.18253867218074113, 0.16331435235518174, 0.14909741449374114, 0.16892191097429105]","[5.4290126953125, 10.881187011718751, 16.370487792968753, 21.867090332031253, 27.391059570312503, 33.031090332031255, 38.836408691406255, 44.762984375, 51.27268505859375, 57.7931484375, 64.31560009765624, 71.85826806640624, 82.21542431640624, 94.86988134765625, 108.04319189453125, 122.10552001953124, 138.85608056640623, 156.62715478515622, 175.80656103515622, 195.23967431640622, 216.98328955078122, 240.89569580078123, 265.7043422851562, 289.2324360351562, 316.47636572265617, 345.6328793945312, 375.17540478515616, 404.71599658203115, 435.92207861328114, 476.45610205078117, 520.8245434570312, 565.5834262695312, 607.2668950195311, 653.9393637695312, 702.1414028320312, 749.8316333007812]","[452320, 863520, 1274720, 1685920, 2508320, 2919520, 3330720, 3741600, 4563360, 4974240, 5385120, 5796000, 6617760, 7028640, 7439520, 7850400, 8672160, 9083040, 9493920, 9904800, 10724000, 11133600, 11543200, 11952800, 12772000, 13181600, 13591200, 14000800, 14820000, 15229600, 15639200, 16048800, 16868000, 17277600, 17687200, 18096800, 18916000, 19325600, 19735200, 20144800, 20964000, 21373600, 21783200, 22192800, 23012000, 23421600, 23913120, 24486560, 25510560, 26165920, 26821280, 27599520, 29115040, 29852320, 30671520, 31449760, 33211040, 34030240, 34808480, 35627680, 37348000, 38126240, 38986400, 39846560, 41935520, 42918560, 44024480, 45130400, 47424160, 48489120, 49554080, 50660000, 53281440, 54510240, 55698080, 56844960, 59343520, 60572320, 61842080, 63070880, 65528480, 66921120, 68272800, 69624480, 72614560, 74089120, 75686560, 77202080, 80356000, 81953440, 83591840, 85148320, 88220320, 89776800, 91292320, 92603040, 96002720, 97682080, 99279520, 101040800, 104809120, 106570400, 108413600, 110338720, 114107040, 116073120, 117957280, 119800480, 123486880, 125412000, 127255200, 129180320, 132948640, 134996640, 137003680, 139010720, 143024800, 145318560, 147735200, 150725280, 156951200, 159941280, 162603680, 165429920, 171205280, 174236320, 176939680, 179888800, 185295520, 187876000, 190333600, 192914080, 198894240, 201843360, 204792480, 207905440, 213680800, 216834720, 219579040, 222937760, 229081760, 232276640, 235348640, 238215840]","[2056000, 4111392, 6165792, 8220192, 10273440, 12321440, 14369440, 16417440, 18465440, 20513440, 22561440, 24937120, 28213920, 32228000, 36405920, 40870560, 46195360, 51847840, 57950880, 64135840, 71058080, 78676640, 86581920, 94077600, 102761120, 112059040, 121479840, 130900640, 140853920, 153797280, 167969440, 182264480, 195576480, 210485920, 225886880, 241124000]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]"
