avg_val_loss,attn_type,use_out_proj,identity_weight,feature_map_qkv,feature_map_attn,use_x_norm,use_qkv_norm,num_tries,num_steps,avg_time_secs,val_losses_1,val_losses_2,val_losses_3,val_losses_4,val_losses_5,val_accs_1,val_accs_2,val_accs_3,val_accs_4,val_accs_5,train_losses_1,train_losses_2,train_losses_3,train_losses_4,train_losses_5,train_accs_1,train_accs_2,train_accs_3,train_accs_4,train_accs_5,avg_batch_times_1,avg_batch_times_2,avg_batch_times_3,avg_batch_times_4,avg_batch_times_5
5.425,identity,false,,identity,identity,false,false,5,500,111.34022331020023,"[6.875, 6.09375, 5.875, 5.75, 5.6875, 5.625, 5.5625, 5.5, 5.46875, 5.40625]","[6.84375, 6.09375, 5.90625, 5.78125, 5.65625, 5.625, 5.53125, 5.5, 5.46875, 5.46875]","[6.875, 6.09375, 5.90625, 5.75, 5.6875, 5.59375, 5.5625, 5.5, 5.46875, 5.40625]","[6.875, 6.09375, 5.875, 5.75, 5.65625, 5.59375, 5.5, 5.46875, 5.4375, 5.40625]","[6.875, 6.09375, 5.90625, 5.78125, 5.6875, 5.59375, 5.53125, 5.5, 5.4375, 5.4375]","[0.16320228576660156, 0.18143939971923828, 0.18433094024658203, 0.1891613006591797, 0.19030284881591797, 0.1922140121459961, 0.19350528717041016, 0.193634033203125, 0.1952524185180664, 0.19948959350585938]","[0.16278362274169922, 0.18183517456054688, 0.18605422973632812, 0.1889820098876953, 0.1927957534790039, 0.19155216217041016, 0.19409942626953125, 0.1979818344116211, 0.19787216186523438, 0.19655895233154297]","[0.16623878479003906, 0.1811971664428711, 0.18588733673095703, 0.18945789337158203, 0.19120311737060547, 0.19552898406982422, 0.1956033706665039, 0.1978778839111328, 0.19798946380615234, 0.19914913177490234]","[0.1626415252685547, 0.18062114715576172, 0.1876974105834961, 0.19038677215576172, 0.19162845611572266, 0.1942596435546875, 0.1960763931274414, 0.1967449188232422, 0.1969928741455078, 0.20044612884521484]","[0.16190338134765625, 0.17922401428222656, 0.18306827545166016, 0.18854427337646484, 0.19057941436767578, 0.1930551528930664, 0.1977701187133789, 0.1973886489868164, 0.1976766586303711, 0.1981678009033203]","[10.125, 9.1875, 8.375, 7.4375, 6.59375, 6.46875, 6.3125, 6.1875, 6.09375, 6.03125, 5.96875, 5.96875, 5.875, 5.875, 5.84375, 5.78125, 5.78125, 5.78125, 5.75, 5.65625, 5.6875, 5.6875, 5.65625, 5.65625, 5.5625, 5.59375, 5.5625, 5.5625, 5.5625, 5.53125, 5.53125, 5.5625, 5.5, 5.46875, 5.5, 5.5, 5.5, 5.4375, 5.4375, 5.40625]","[10.125, 9.1875, 8.3125, 7.40625, 6.59375, 6.40625, 6.28125, 6.1875, 6.0625, 6.0, 6.0, 5.90625, 5.875, 5.84375, 5.78125, 5.84375, 5.8125, 5.78125, 5.78125, 5.6875, 5.65625, 5.65625, 5.625, 5.59375, 5.5625, 5.5625, 5.5625, 5.53125, 5.5625, 5.5625, 5.5, 5.53125, 5.78125, 5.65625, 5.5625, 5.5, 5.5, 5.46875, 5.5, 5.46875]","[10.125, 9.25, 8.3125, 7.4375, 6.59375, 6.4375, 6.28125, 6.1875, 6.0625, 6.0, 5.96875, 5.9375, 5.875, 5.875, 5.84375, 5.84375, 5.8125, 5.71875, 5.75, 5.71875, 5.75, 5.6875, 5.6875, 5.65625, 5.65625, 5.65625, 5.5625, 5.625, 5.5625, 5.53125, 5.5, 5.5, 5.5, 5.5, 5.46875, 5.46875, 5.4375, 5.4375, 5.46875, 5.46875]","[10.125, 9.1875, 8.3125, 7.46875, 6.625, 6.4375, 6.28125, 6.125, 6.0625, 6.0, 6.0, 5.9375, 5.90625, 5.8125, 5.84375, 5.84375, 5.78125, 5.78125, 5.75, 5.75, 5.65625, 5.71875, 5.65625, 5.625, 5.59375, 5.5625, 5.5625, 5.5625, 5.53125, 5.53125, 5.53125, 5.53125, 5.46875, 5.5, 5.5, 5.46875, 5.4375, 5.4375, 5.5, 5.5]","[10.125, 9.3125, 8.375, 7.46875, 6.59375, 6.40625, 6.28125, 6.1875, 6.09375, 6.09375, 6.0, 5.90625, 5.90625, 5.8125, 5.84375, 5.875, 5.75, 5.78125, 5.6875, 5.71875, 5.6875, 5.6875, 5.6875, 5.6875, 5.625, 5.5625, 5.5625, 5.53125, 5.46875, 5.53125, 5.46875, 5.53125, 5.53125, 5.4375, 5.5, 5.4375, 5.4375, 5.46875, 5.4375, 5.4375]","[0.08331298828125, 0.111785888671875, 0.132080078125, 0.154937744140625, 0.167083740234375, 0.171142578125, 0.173248291015625, 0.182586669921875, 0.183197021484375, 0.178985595703125, 0.185028076171875, 0.183197021484375, 0.182220458984375, 0.190826416015625, 0.186981201171875, 0.19097900390625, 0.187408447265625, 0.1905517578125, 0.190338134765625, 0.195281982421875, 0.18756103515625, 0.190582275390625, 0.188232421875, 0.19073486328125, 0.19598388671875, 0.192047119140625, 0.196533203125, 0.193267822265625, 0.19805908203125, 0.19378662109375, 0.194000244140625, 0.1937255859375, 0.1932373046875, 0.199066162109375, 0.193267822265625, 0.19287109375, 0.190765380859375, 0.192352294921875, 0.197296142578125, 0.19903564453125]","[0.088043212890625, 0.118927001953125, 0.1376953125, 0.14654541015625, 0.16619873046875, 0.1728515625, 0.176361083984375, 0.177520751953125, 0.185150146484375, 0.18475341796875, 0.183074951171875, 0.190216064453125, 0.1839599609375, 0.19012451171875, 0.189910888671875, 0.18597412109375, 0.185791015625, 0.187896728515625, 0.181182861328125, 0.19158935546875, 0.19293212890625, 0.189208984375, 0.192474365234375, 0.1903076171875, 0.1915283203125, 0.19610595703125, 0.194366455078125, 0.19732666015625, 0.194793701171875, 0.194793701171875, 0.19525146484375, 0.19207763671875, 0.189361572265625, 0.1893310546875, 0.191650390625, 0.196685791015625, 0.192901611328125, 0.1944580078125, 0.193267822265625, 0.195587158203125]","[0.089508056640625, 0.10498046875, 0.133056640625, 0.149932861328125, 0.16961669921875, 0.171783447265625, 0.17803955078125, 0.179779052734375, 0.185516357421875, 0.185821533203125, 0.1832275390625, 0.183258056640625, 0.18585205078125, 0.18560791015625, 0.188995361328125, 0.1854248046875, 0.18841552734375, 0.192626953125, 0.189117431640625, 0.19110107421875, 0.189697265625, 0.192138671875, 0.195220947265625, 0.1923828125, 0.18829345703125, 0.19146728515625, 0.19708251953125, 0.1932373046875, 0.191009521484375, 0.19873046875, 0.198822021484375, 0.198028564453125, 0.19549560546875, 0.200531005859375, 0.197998046875, 0.19775390625, 0.199951171875, 0.19281005859375, 0.197540283203125, 0.19635009765625]","[0.087188720703125, 0.115692138671875, 0.135955810546875, 0.14361572265625, 0.166778564453125, 0.1748046875, 0.177764892578125, 0.186279296875, 0.181549072265625, 0.184234619140625, 0.18536376953125, 0.183746337890625, 0.184661865234375, 0.190887451171875, 0.188232421875, 0.182159423828125, 0.18951416015625, 0.18487548828125, 0.1885986328125, 0.186614990234375, 0.198883056640625, 0.189117431640625, 0.192840576171875, 0.19342041015625, 0.194580078125, 0.190093994140625, 0.19598388671875, 0.192169189453125, 0.198211669921875, 0.193023681640625, 0.193267822265625, 0.193634033203125, 0.196044921875, 0.194854736328125, 0.194427490234375, 0.191070556640625, 0.1947021484375, 0.199493408203125, 0.19073486328125, 0.195526123046875]","[0.08319091796875, 0.1072998046875, 0.13677978515625, 0.150390625, 0.174041748046875, 0.1719970703125, 0.17669677734375, 0.180572509765625, 0.1790771484375, 0.17498779296875, 0.18157958984375, 0.1904296875, 0.18487548828125, 0.191314697265625, 0.186065673828125, 0.182464599609375, 0.19512939453125, 0.188934326171875, 0.191162109375, 0.191192626953125, 0.189788818359375, 0.19085693359375, 0.19036865234375, 0.192474365234375, 0.190704345703125, 0.192352294921875, 0.190765380859375, 0.1956787109375, 0.198028564453125, 0.197784423828125, 0.195770263671875, 0.195770263671875, 0.189422607421875, 0.20166015625, 0.19586181640625, 0.199737548828125, 0.197540283203125, 0.194915771484375, 0.196563720703125, 0.199005126953125]","[0.136309697265625, 0.1278669140625, 0.13692448242187502, 0.146349296875, 0.155531318359375, 0.1738263671875, 0.20982548828125, 0.24650970703125, 0.24928337890625002, 0.3303875]","[0.12889138671875, 0.13343154296874998, 0.135771767578125, 0.1561966015625, 0.17210951171875, 0.190226640625, 0.22454509765625003, 0.23598269531250002, 0.24239541015625002, 0.23573046875]","[0.12897955078125, 0.12466600585937501, 0.14050798828125, 0.147219521484375, 0.151768583984375, 0.160833583984375, 0.18371136718750003, 0.2288620703125, 0.22887583984375, 0.29229830078125]","[0.12448986328125, 0.13564642578125, 0.135925498046875, 0.15169517578125002, 0.163165966796875, 0.17905751953125001, 0.22902671875, 0.2515524609375, 0.2967426953125, 0.332639921875]","[0.128984169921875, 0.131293515625, 0.138146259765625, 0.140603076171875, 0.176993359375, 0.18134669921875002, 0.2173676953125, 0.23324121093750003, 0.27195787109375, 0.32629052734375]"
4.3625,hlb-gpt,true,,softmax,identity,false,false,5,500,129.10818507219955,"[6.96875, 6.0625, 5.625, 5.3125, 5.09375, 4.90625, 4.75, 4.6875, 4.53125, 4.40625]","[7.0, 6.0625, 5.625, 5.34375, 5.09375, 4.875, 4.71875, 4.5625, 4.4375, 4.34375]","[7.0, 6.0625, 5.625, 5.3125, 5.09375, 4.875, 4.75, 4.625, 4.5, 4.375]","[7.0, 6.09375, 5.6875, 5.34375, 5.09375, 4.875, 4.75, 4.625, 4.53125, 4.40625]","[6.96875, 6.0625, 5.65625, 5.3125, 5.0625, 4.84375, 4.65625, 4.53125, 4.40625, 4.28125]","[0.15564918518066406, 0.1958303451538086, 0.21851444244384766, 0.23408889770507812, 0.2481822967529297, 0.2632904052734375, 0.26873302459716797, 0.2761650085449219, 0.2849893569946289, 0.2951841354370117]","[0.14926528930664062, 0.19684696197509766, 0.2174053192138672, 0.23331546783447266, 0.24985694885253906, 0.26344966888427734, 0.2748708724975586, 0.2847251892089844, 0.295074462890625, 0.30271339416503906]","[0.15357017517089844, 0.1970663070678711, 0.21587467193603516, 0.23302364349365234, 0.2492837905883789, 0.26361846923828125, 0.2708139419555664, 0.27878379821777344, 0.29117870330810547, 0.2999601364135742]","[0.15032482147216797, 0.19452667236328125, 0.21515464782714844, 0.23235321044921875, 0.24901103973388672, 0.2627906799316406, 0.2692070007324219, 0.280120849609375, 0.28565502166748047, 0.2966146469116211]","[0.15799903869628906, 0.1965656280517578, 0.21268463134765625, 0.23546123504638672, 0.25277233123779297, 0.26395130157470703, 0.27985668182373047, 0.28716564178466797, 0.2969083786010742, 0.3100929260253906]","[9.9375, 9.1875, 8.25, 7.46875, 6.78125, 6.5625, 6.375, 6.1875, 6.0, 5.9375, 5.84375, 5.78125, 5.71875, 5.59375, 5.5625, 5.46875, 5.375, 5.34375, 5.21875, 5.1875, 5.09375, 5.0625, 5.03125, 5.03125, 4.9375, 4.875, 4.90625, 4.9375, 4.875, 4.78125, 4.8125, 4.75, 4.75, 4.71875, 4.625, 4.5, 4.59375, 4.59375, 4.53125, 4.46875]","[9.9375, 9.1875, 8.25, 7.46875, 6.71875, 6.5625, 6.375, 6.1875, 6.03125, 5.90625, 5.8125, 5.78125, 5.59375, 5.5625, 5.5, 5.4375, 5.34375, 5.3125, 5.34375, 5.21875, 5.09375, 5.15625, 5.03125, 5.0, 4.9375, 4.96875, 4.875, 4.8125, 4.8125, 4.78125, 4.71875, 4.71875, 4.625, 4.59375, 4.59375, 4.59375, 4.46875, 4.46875, 4.5, 4.5]","[9.9375, 9.1875, 8.25, 7.46875, 6.8125, 6.65625, 6.375, 6.1875, 6.03125, 5.90625, 5.78125, 5.8125, 5.6875, 5.5625, 5.5625, 5.5, 5.375, 5.25, 5.25, 5.15625, 5.125, 5.125, 5.03125, 5.0625, 5.03125, 4.96875, 4.84375, 4.9375, 4.84375, 4.84375, 4.78125, 4.8125, 4.75, 4.5625, 4.59375, 4.59375, 4.5625, 4.5, 4.5, 4.46875]","[9.9375, 9.125, 8.1875, 7.40625, 6.75, 6.59375, 6.40625, 6.25, 6.0, 5.9375, 5.84375, 5.78125, 5.6875, 5.5625, 5.5625, 5.5625, 5.34375, 5.3125, 5.25, 5.21875, 5.09375, 5.09375, 5.09375, 5.0625, 4.96875, 5.0, 4.90625, 4.90625, 4.8125, 4.84375, 4.75, 4.75, 4.65625, 4.65625, 4.625, 4.625, 4.53125, 4.53125, 4.5625, 4.46875]","[10.0, 9.1875, 8.25, 7.4375, 6.78125, 6.5625, 6.40625, 6.21875, 5.96875, 5.96875, 5.84375, 5.78125, 5.625, 5.625, 5.53125, 5.5, 5.3125, 5.28125, 5.25, 5.25, 5.15625, 5.0, 4.96875, 4.96875, 4.90625, 4.875, 4.8125, 4.78125, 4.71875, 4.71875, 4.6875, 4.59375, 4.53125, 4.5625, 4.5625, 4.5, 4.46875, 4.46875, 4.375, 4.4375]","[0.0858154296875, 0.115264892578125, 0.1258544921875, 0.136993408203125, 0.1646728515625, 0.174346923828125, 0.188018798828125, 0.19384765625, 0.197235107421875, 0.197723388671875, 0.203399658203125, 0.208984375, 0.210479736328125, 0.21685791015625, 0.21197509765625, 0.22540283203125, 0.230499267578125, 0.224853515625, 0.2401123046875, 0.2432861328125, 0.24554443359375, 0.250274658203125, 0.24755859375, 0.250579833984375, 0.257568359375, 0.263519287109375, 0.261871337890625, 0.2593994140625, 0.262451171875, 0.26678466796875, 0.263916015625, 0.268402099609375, 0.27099609375, 0.272735595703125, 0.27691650390625, 0.28997802734375, 0.283172607421875, 0.28125, 0.2843017578125, 0.293426513671875]","[0.0885009765625, 0.11456298828125, 0.12689208984375, 0.13580322265625, 0.1646728515625, 0.171356201171875, 0.182647705078125, 0.191314697265625, 0.19549560546875, 0.2015380859375, 0.206573486328125, 0.2037353515625, 0.216033935546875, 0.215606689453125, 0.219482421875, 0.22442626953125, 0.2301025390625, 0.234466552734375, 0.2269287109375, 0.2408447265625, 0.2451171875, 0.244842529296875, 0.253173828125, 0.25677490234375, 0.259674072265625, 0.255950927734375, 0.260162353515625, 0.26788330078125, 0.2652587890625, 0.266571044921875, 0.274505615234375, 0.268157958984375, 0.280609130859375, 0.284210205078125, 0.282012939453125, 0.276336669921875, 0.2889404296875, 0.292999267578125, 0.288543701171875, 0.289215087890625]","[0.08831787109375, 0.11199951171875, 0.118896484375, 0.139404296875, 0.15667724609375, 0.162384033203125, 0.184661865234375, 0.192291259765625, 0.197296142578125, 0.201873779296875, 0.206878662109375, 0.202056884765625, 0.2095947265625, 0.220062255859375, 0.217742919921875, 0.220855712890625, 0.234039306640625, 0.23675537109375, 0.24053955078125, 0.24542236328125, 0.245849609375, 0.249298095703125, 0.250396728515625, 0.248779296875, 0.251953125, 0.257080078125, 0.26519775390625, 0.258758544921875, 0.26251220703125, 0.260986328125, 0.268524169921875, 0.263763427734375, 0.2674560546875, 0.28533935546875, 0.28668212890625, 0.28314208984375, 0.2890625, 0.28460693359375, 0.292388916015625, 0.2930908203125]","[0.07757568359375, 0.115631103515625, 0.133270263671875, 0.139617919921875, 0.162017822265625, 0.164459228515625, 0.183074951171875, 0.185699462890625, 0.19635009765625, 0.19866943359375, 0.204193115234375, 0.2083740234375, 0.2086181640625, 0.21759033203125, 0.217620849609375, 0.2216796875, 0.23382568359375, 0.2322998046875, 0.2353515625, 0.238922119140625, 0.249725341796875, 0.24566650390625, 0.248260498046875, 0.248260498046875, 0.253143310546875, 0.2518310546875, 0.25823974609375, 0.256103515625, 0.266815185546875, 0.26080322265625, 0.27056884765625, 0.26995849609375, 0.27618408203125, 0.273681640625, 0.2760009765625, 0.2794189453125, 0.2861328125, 0.28680419921875, 0.28179931640625, 0.293701171875]","[0.089508056640625, 0.114593505859375, 0.124725341796875, 0.138763427734375, 0.16265869140625, 0.16943359375, 0.175323486328125, 0.18994140625, 0.197998046875, 0.1995849609375, 0.19879150390625, 0.208648681640625, 0.215240478515625, 0.213653564453125, 0.216705322265625, 0.22015380859375, 0.2296142578125, 0.231414794921875, 0.23675537109375, 0.23211669921875, 0.242218017578125, 0.252410888671875, 0.25689697265625, 0.252655029296875, 0.260650634765625, 0.258209228515625, 0.266326904296875, 0.268218994140625, 0.274261474609375, 0.26763916015625, 0.27685546875, 0.28582763671875, 0.2879638671875, 0.28131103515625, 0.282379150390625, 0.2900390625, 0.29412841796875, 0.2877197265625, 0.293487548828125, 0.29632568359375]","[0.16634986328124998, 0.17432390625, 0.16888316406249998, 0.18953345703125, 0.18160078125, 0.19666083984375, 0.20828048828124998, 0.18827376953125, 0.2359575390625, 0.23897693359375002]","[0.15981455078125, 0.1687866015625, 0.17160794921875, 0.19816193359375, 0.18465123046875, 0.199376953125, 0.2350003125, 0.2831408984375, 0.30505433593750003, 0.32306486328125006]","[0.16836869140625002, 0.165516796875, 0.177416953125, 0.1923648046875, 0.18770646484375, 0.19339609375000003, 0.1935480859375, 0.2208434765625, 0.28383896484375, 0.29587775390625004]","[0.16834222656249997, 0.1655483984375, 0.17122708984374999, 0.18051775390625, 0.19342857421874998, 0.2023475, 0.1935543359375, 0.23847435546875, 0.2388437109375, 0.2778353515625]","[0.16516277343750002, 0.17120826171874998, 0.1711902734375, 0.2127632421875, 0.2053005859375, 0.24390376953124998, 0.27928767578125, 0.29206794921875, 0.3501144921875, 0.41022132812500006]"
4.91875,torchMHA,true,,softmax,identity,true,false,5,500,128.2967826465996,"[7.125, 6.34375, 6.03125, 5.75, 5.5625, 5.375, 5.3125, 5.1875, 5.03125, 4.84375]","[7.125, 6.375, 6.0, 5.84375, 5.59375, 5.46875, 5.375, 5.28125, 4.96875, 4.9375]","[7.15625, 6.375, 6.0, 5.90625, 5.6875, 5.5, 5.375, 5.21875, 5.03125, 5.0]","[7.15625, 6.375, 6.03125, 5.8125, 5.53125, 5.4375, 5.375, 5.21875, 5.03125, 4.9375]","[7.125, 6.375, 6.03125, 5.8125, 5.53125, 5.375, 5.25, 5.125, 5.0625, 4.875]","[0.1267852783203125, 0.16286849975585938, 0.17312049865722656, 0.18720054626464844, 0.19851016998291016, 0.2085552215576172, 0.21014022827148438, 0.21905899047851562, 0.23459720611572266, 0.2479085922241211]","[0.12840747833251953, 0.16199588775634766, 0.1760883331298828, 0.1746988296508789, 0.19585323333740234, 0.20384883880615234, 0.2034454345703125, 0.21672916412353516, 0.23808956146240234, 0.24100875854492188]","[0.12598133087158203, 0.16140365600585938, 0.1739978790283203, 0.17685413360595703, 0.18890380859375, 0.1998882293701172, 0.20699596405029297, 0.22052955627441406, 0.23618412017822266, 0.23655223846435547]","[0.12729549407958984, 0.1613016128540039, 0.17564105987548828, 0.18231964111328125, 0.2005939483642578, 0.2073993682861328, 0.208099365234375, 0.2157421112060547, 0.2327747344970703, 0.24066448211669922]","[0.12514495849609375, 0.1659564971923828, 0.17065048217773438, 0.1826620101928711, 0.20046329498291016, 0.2066974639892578, 0.2156076431274414, 0.22458171844482422, 0.23199844360351562, 0.2462482452392578]","[10.0625, 9.3125, 8.3125, 7.46875, 6.96875, 6.8125, 6.65625, 6.53125, 6.21875, 6.15625, 6.03125, 5.96875, 5.8125, 5.75, 5.6875, 5.6875, 5.625, 5.5625, 5.4375, 5.375, 5.3125, 5.28125, 5.28125, 5.28125, 5.09375, 5.09375, 5.03125, 5.0625, 4.9375, 4.90625, 4.90625, 4.875, 4.96875, 4.875, 4.75, 4.8125, 4.75, 4.6875, 4.6875, 4.625]","[10.125, 9.3125, 8.3125, 7.46875, 6.9375, 6.78125, 6.65625, 6.46875, 6.21875, 6.125, 6.0, 6.0, 5.78125, 5.8125, 5.71875, 5.71875, 5.75, 5.625, 5.5625, 5.53125, 5.40625, 5.375, 5.34375, 5.28125, 5.1875, 5.21875, 5.125, 5.0625, 5.03125, 5.03125, 5.03125, 5.0, 5.0, 4.84375, 4.90625, 4.875, 4.75, 4.8125, 4.78125, 4.65625]","[10.0625, 9.3125, 8.3125, 7.5, 6.9375, 6.8125, 6.625, 6.46875, 6.21875, 6.09375, 6.0625, 6.03125, 5.84375, 5.8125, 5.71875, 5.65625, 6.09375, 5.875, 5.78125, 5.75, 5.46875, 5.5, 5.46875, 5.40625, 5.28125, 5.3125, 5.21875, 5.25, 5.1875, 5.09375, 5.09375, 5.03125, 5.0, 4.96875, 5.03125, 4.9375, 4.9375, 4.84375, 4.8125, 4.8125]","[10.0625, 9.375, 8.3125, 7.53125, 6.9375, 6.8125, 6.625, 6.40625, 6.15625, 6.125, 6.03125, 5.96875, 5.84375, 5.75, 5.71875, 5.6875, 5.6875, 5.5625, 5.5, 5.46875, 5.40625, 5.375, 5.25, 5.25, 5.15625, 5.09375, 5.15625, 5.09375, 5.03125, 5.0, 4.9375, 4.84375, 4.96875, 4.8125, 4.8125, 4.78125, 4.75, 4.6875, 4.71875, 4.6875]","[10.0625, 9.375, 8.3125, 7.5, 6.96875, 6.71875, 6.625, 6.4375, 6.25, 6.09375, 6.0625, 5.96875, 5.875, 5.8125, 5.71875, 5.59375, 5.65625, 5.53125, 5.46875, 5.4375, 5.28125, 5.28125, 5.28125, 5.21875, 5.125, 5.125, 5.09375, 5.0, 4.96875, 4.90625, 4.90625, 4.84375, 4.8125, 4.8125, 4.78125, 4.78125, 4.71875, 4.625, 4.625, 4.53125]","[0.05328369140625, 0.075347900390625, 0.117645263671875, 0.124420166015625, 0.134735107421875, 0.145965576171875, 0.152587890625, 0.16729736328125, 0.182647705078125, 0.180511474609375, 0.18670654296875, 0.186676025390625, 0.201141357421875, 0.2001953125, 0.206329345703125, 0.200103759765625, 0.196380615234375, 0.210601806640625, 0.218048095703125, 0.22454833984375, 0.22271728515625, 0.226409912109375, 0.229156494140625, 0.22576904296875, 0.240081787109375, 0.2430419921875, 0.244873046875, 0.244476318359375, 0.25408935546875, 0.2564697265625, 0.254058837890625, 0.25909423828125, 0.242218017578125, 0.255126953125, 0.271453857421875, 0.260406494140625, 0.262359619140625, 0.27093505859375, 0.2698974609375, 0.272247314453125]","[0.047698974609375, 0.0736083984375, 0.11199951171875, 0.130157470703125, 0.137939453125, 0.151580810546875, 0.1641845703125, 0.169921875, 0.180877685546875, 0.18585205078125, 0.19110107421875, 0.18621826171875, 0.200042724609375, 0.195892333984375, 0.205291748046875, 0.202301025390625, 0.196380615234375, 0.205413818359375, 0.207366943359375, 0.206512451171875, 0.218719482421875, 0.22125244140625, 0.225921630859375, 0.231353759765625, 0.238739013671875, 0.2313232421875, 0.235870361328125, 0.247344970703125, 0.246124267578125, 0.244110107421875, 0.248260498046875, 0.24847412109375, 0.241058349609375, 0.259979248046875, 0.256103515625, 0.257110595703125, 0.265716552734375, 0.25616455078125, 0.25994873046875, 0.27069091796875]","[0.0484619140625, 0.0587158203125, 0.1077880859375, 0.119232177734375, 0.138946533203125, 0.14605712890625, 0.15667724609375, 0.166656494140625, 0.181610107421875, 0.18505859375, 0.18780517578125, 0.1895751953125, 0.1964111328125, 0.1932373046875, 0.201568603515625, 0.206451416015625, 0.169586181640625, 0.180999755859375, 0.18731689453125, 0.193328857421875, 0.21588134765625, 0.212188720703125, 0.218414306640625, 0.2161865234375, 0.2276611328125, 0.222686767578125, 0.23236083984375, 0.23211669921875, 0.2352294921875, 0.240509033203125, 0.240081787109375, 0.24578857421875, 0.241180419921875, 0.249053955078125, 0.240081787109375, 0.247314453125, 0.252227783203125, 0.25958251953125, 0.26177978515625, 0.268402099609375]","[0.05145263671875, 0.06488037109375, 0.112213134765625, 0.1224365234375, 0.139556884765625, 0.143402099609375, 0.154937744140625, 0.173828125, 0.184722900390625, 0.18389892578125, 0.185272216796875, 0.18939208984375, 0.1983642578125, 0.201934814453125, 0.20306396484375, 0.207855224609375, 0.19879150390625, 0.20770263671875, 0.214019775390625, 0.2132568359375, 0.219329833984375, 0.222137451171875, 0.2327880859375, 0.234039306640625, 0.238006591796875, 0.24835205078125, 0.236083984375, 0.240234375, 0.245086669921875, 0.250518798828125, 0.25555419921875, 0.261199951171875, 0.247772216796875, 0.263092041015625, 0.260894775390625, 0.2635498046875, 0.26336669921875, 0.2711181640625, 0.26123046875, 0.27154541015625]","[0.049560546875, 0.055877685546875, 0.109954833984375, 0.110626220703125, 0.140899658203125, 0.153228759765625, 0.159912109375, 0.167999267578125, 0.182861328125, 0.1856689453125, 0.188232421875, 0.190826416015625, 0.187713623046875, 0.1966552734375, 0.20452880859375, 0.210052490234375, 0.201446533203125, 0.2099609375, 0.214141845703125, 0.221160888671875, 0.23101806640625, 0.226959228515625, 0.2330322265625, 0.23297119140625, 0.239898681640625, 0.23590087890625, 0.246246337890625, 0.248687744140625, 0.250732421875, 0.25262451171875, 0.257904052734375, 0.257568359375, 0.26055908203125, 0.26007080078125, 0.265533447265625, 0.263275146484375, 0.269561767578125, 0.2789306640625, 0.27740478515625, 0.288909912109375]","[0.16193194335937502, 0.16510181640625, 0.1769339453125, 0.1887456640625, 0.20175443359374998, 0.19879367187500002, 0.24004216796875, 0.2909266015625, 0.294585546875, 0.3606753125]","[0.16499419921875, 0.17092791015625, 0.173885, 0.17131919921875, 0.18116404296875, 0.1721280859375, 0.204716796875, 0.20844234374999998, 0.25905244140625, 0.2889696484375]","[0.16490802734375, 0.15926232421875, 0.17102125, 0.168595234375, 0.16601042968750002, 0.16926498046875, 0.17820566406250002, 0.202200546875, 0.23194025390625, 0.24085712890625]","[0.15906298828125, 0.16789142578125002, 0.17380380859375003, 0.16544716796875, 0.18690650390625, 0.18705935546875, 0.21053814453125, 0.2673160546875, 0.29472160156250005, 0.2979402734375]","[0.17081228515625, 0.16800304687499998, 0.17689322265625002, 0.17989779296875, 0.222455859375, 0.23108355468750003, 0.27821732421875, 0.29667134765625003, 0.30664349609375, 0.44459597656250005]"
