linear,use_x_norm,use_qk_norm,model_scale,model_scale_method,num_params,depth,width,seed,run_num,train_loss,val_loss,train_acc,val_acc,val_pplx,grad_norm,cumulative_time,tokens_seen_train,tokens_seen_val,epochs_train,epochs_val
false,true,false,1.0,both,46009736,8,384,4000,1,"[6.4375, 6.0, 5.78125, 5.65625, 5.40625, 5.34375, 5.25, 5.15625, 5.03125, 5.0, 4.875, 4.84375, 4.8125, 4.6875, 4.65625, 4.625, 4.5625, 4.5625, 4.59375, 4.53125, 4.46875, 4.40625, 4.375, 4.34375, 4.375, 4.34375, 4.34375, 4.21875, 4.21875, 4.25, 4.15625, 4.1875, 4.09375, 4.1875, 4.09375, 4.15625, 4.125, 4.125, 4.03125, 4.09375, 4.0625, 4.09375, 3.890625, 4.09375, 3.9375, 3.84375, 3.828125, 3.875, 3.84375, 3.953125, 3.84375, 3.703125, 3.640625, 3.84375, 3.875, 3.734375, 3.734375, 3.734375, 3.71875, 3.578125, 3.6875, 3.53125, 3.5625, 3.71875, 3.578125, 3.53125, 3.59375, 3.5625, 3.609375, 3.5, 3.421875, 3.625, 3.53125, 3.484375, 3.46875, 3.578125, 3.453125, 3.3125, 3.4375, 3.453125, 3.5, 3.484375, 3.46875, 3.359375, 3.390625, 3.390625, 3.40625, 3.359375, 3.3125, 3.375, 3.375, 3.359375, 3.328125, 3.28125, 3.3125, 3.3125, 3.390625, 3.3125, 3.265625, 3.3125, 3.34375, 3.25, 3.25, 3.21875, 3.265625, 3.25, 3.09375, 3.15625, 3.15625, 3.234375, 3.1875, 3.265625, 3.234375, 3.296875, 3.203125, 3.1875, 3.125, 3.203125, 3.15625, 3.140625]","[5.449072360992432, 5.0376200675964355, 4.731655120849609, 4.5340118408203125, 4.42829704284668, 4.278218746185303, 4.257331848144531, 4.169829368591309, 4.125617980957031, 4.03077507019043, 3.996683120727539, 3.9816789627075195, 3.758770227432251, 3.726486921310425, 3.720442771911621, 3.627023696899414, 3.6003289222717285, 3.565192937850952, 3.5594284534454346, 3.434399127960205, 3.4318389892578125, 3.4004580974578857, 3.4422335624694824, 3.375753402709961, 3.3911852836608887, 3.3911643028259277, 3.3593552112579346, 3.338223457336426, 3.3699393272399902, 3.338006019592285]","[0.1836024969816208, 0.19473573565483093, 0.2069176435470581, 0.2131222039461136, 0.22214065492153168, 0.22768107056617737, 0.2344798594713211, 0.2439352571964264, 0.24942323565483093, 0.25438687205314636, 0.260206937789917, 0.2636500298976898, 0.2651006579399109, 0.2751852571964264, 0.2793973684310913, 0.2781215012073517, 0.2849377691745758, 0.28486788272857666, 0.28023630380630493, 0.2854795753955841, 0.28729331493377686, 0.2957364320755005, 0.29803112149238586, 0.30302342772483826, 0.3006236255168915, 0.301657110452652, 0.299743115901947, 0.31378450989723206, 0.31191936135292053, 0.30776676535606384, 0.31832417845726013, 0.3141539990901947, 0.32345524430274963, 0.31613990664482117, 0.3227272629737854, 0.31953123211860657, 0.3203657567501068, 0.3186967372894287, 0.33101916313171387, 0.3246271312236786, 0.32718393206596375, 0.3268643319606781, 0.34067824482917786, 0.3296697437763214, 0.34032315015792847, 0.34836646914482117, 0.35106533765792847, 0.34715908765792847, 0.3499999940395355, 0.34424716234207153, 0.34872159361839294, 0.3648259937763214, 0.37331318855285645, 0.3519531190395355, 0.3497158885002136, 0.36624643206596375, 0.3584694564342499, 0.36274856328964233, 0.36372512578964233, 0.3763849437236786, 0.3689097762107849, 0.3870738446712494, 0.3781605064868927, 0.36376065015792847, 0.37485793232917786, 0.38071730732917786, 0.37231889367103577, 0.3805220127105713, 0.3722301125526428, 0.38203123211860657, 0.3860440254211426, 0.37251418828964233, 0.3775213062763214, 0.38352271914482117, 0.38588422536849976, 0.3786221444606781, 0.3917613625526428, 0.4041725695133209, 0.39140623807907104, 0.39204543828964233, 0.38300779461860657, 0.38400211930274963, 0.38641688227653503, 0.39477983117103577, 0.3941938877105713, 0.39415836334228516, 0.3954545259475708, 0.39179685711860657, 0.40520238876342773, 0.3985617756843567, 0.39502838253974915, 0.39495736360549927, 0.3974609375, 0.40816760063171387, 0.404296875, 0.39667966961860657, 0.39106887578964233, 0.40443891286849976, 0.40484729409217834, 0.40392398834228516, 0.39421164989471436, 0.4088245630264282, 0.4091974198818207, 0.41186079382896423, 0.4015980064868927, 0.4080788195133209, 0.4283025562763214, 0.42057880759239197, 0.4219460189342499, 0.41075992584228516, 0.4122336506843567, 0.400177538394928, 0.4122869074344635, 0.3985617756843567, 0.41203832626342773, 0.4153763949871063, 0.4179154634475708, 0.4119318127632141, 0.4192293882369995, 0.41328123211860657]","[0.2279622107744217, 0.2521159052848816, 0.27640628814697266, 0.2879297137260437, 0.2941146194934845, 0.3064192831516266, 0.3086588680744171, 0.3173632025718689, 0.32588544487953186, 0.3336718678474426, 0.33663409948349, 0.3392122685909271, 0.36147788166999817, 0.36232423782348633, 0.36899733543395996, 0.3749869465827942, 0.3723958432674408, 0.3788020610809326, 0.38012370467185974, 0.39195311069488525, 0.39683598279953003, 0.3976823687553406, 0.3954102396965027, 0.39932945370674133, 0.3957747220993042, 0.3945312201976776, 0.40046218037605286, 0.40600264072418213, 0.4003385305404663, 0.4000910818576813]","[232.54153442382812, 154.10232543945312, 113.4828872680664, 93.13117218017578, 83.78836822509766, 72.11167907714844, 70.62110900878906, 64.70423889160156, 61.90589141845703, 56.30438995361328, 54.417213439941406, 53.60682678222656, 42.895538330078125, 41.53284454345703, 41.282569885253906, 37.600650787353516, 36.61018753051758, 35.34619140625, 35.14302444458008, 31.01270294189453, 30.933408737182617, 29.977764129638672, 31.256624221801758, 29.246246337890625, 29.70107078552246, 29.70044708251953, 28.770570755004883, 28.168977737426758, 29.07670021057129, 28.162853240966797]","[0.20444255783687187, 0.37948436146135456, 0.25681605508749167, 0.29695959272177624, 0.2773098774216177, 0.26345753843629993, 0.2951059840440698, 0.3060224916183656, 0.2801194143370614, 0.3563741980075526, 0.2803556275229161, 0.2140661619344797, 0.22776957580509577, 0.28977249841298003, 0.22303447328255957, 0.19291798106197036, 0.2514657733492659, 0.199495947817142, 0.6626661949720202, 0.3511946524481483, 0.14382788120208528, 0.19955857473248423, 0.21611911479945803, 0.2577984683686938, 0.1205984711547527, 0.12783840568260615, 0.144156752920762, 0.3083021540137047, 0.07958717100359704, 0.06873859699270522]","[6.0186025390625, 11.45478955078125, 16.90884521484375, 22.397082519531253, 27.912787597656255, 33.50774951171876, 39.20038427734376, 44.96182763671876, 51.07139160156251, 57.18889404296876, 65.11978808593751, 76.02902832031252, 89.25734570312503, 105.61112890625003, 125.21031445312502, 149.13539453125003, 177.51717187500003, 207.94711328125004, 240.30960351562504, 290.61011914062505, 345.59594726562506, 419.6032753906251, 496.62238476562504, 584.4698457031251, 688.4493144531251, 815.8856738281252, 997.2421113281251, 1300.7874238281252, 1999.747986328125, 3727.011986328125]","[629376, 1201536, 1773696, 2345856, 3490176, 4062336, 4634496, 5206656, 6350976, 6923136, 7495296, 8067456, 9211776, 9783936, 10356096, 10928256, 12072576, 12644736, 13216896, 13789056, 14930816, 15501696, 16072576, 16643456, 17785216, 18356096, 18924416, 19492736, 20629376, 21197696, 21766016, 22334336, 23465856, 24029056, 24592256, 25155456, 26281856, 26845056, 27408256, 27971456, 29097856, 29661056, 30393216, 31125376, 33209216, 34222976, 35236736, 36306816, 38446976, 39517056, 40643456, 42051456, 44867456, 46444416, 48134016, 49485696, 52639616, 54329216, 56018816, 57933696, 62326656, 64466816, 67170176, 69366656, 74491776, 77026176, 79278976, 81644416, 87726976, 90542976, 93358976, 96062336, 101356416, 104116096, 107495296, 110311296, 119885696, 124053376, 127995776, 132163456, 143596416, 147707776, 153339776, 158577536, 169672576, 177613696, 183752576, 188483456, 206956416, 212813696, 219628416, 227118976, 243451776, 250604416, 258883456, 267725696, 285410176, 293182336, 303545216, 315766656, 333620096, 349446016, 360428416, 372424576, 393882496, 411904896, 426942336, 441867136, 488725376, 510577536, 538455936, 559575936, 666358656, 693673856, 734843776, 837740416, 1021005696, 1132125056, 1229671296, 1526871936]","[2860800, 5721600, 8582400, 11443200, 14302848, 17157248, 20004224, 22845824, 25662336, 28478336, 32139136, 37207936, 43346816, 50950016, 60073856, 71225216, 84460416, 98653056, 113746816, 137232256, 162914176, 197494656, 233483136, 274540416, 323144576, 382731136, 467549056, 609531776, 936525696, 1744492416]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 6, 7, 8, 9, 10, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 5, 7, 14]"
false,true,false,1.0,both,46009736,8,384,4001,2,"[6.4375, 5.96875, 5.78125, 5.65625, 5.40625, 5.3125, 5.28125, 5.1875, 5.0, 4.9375, 4.9375, 4.84375, 4.75, 4.6875, 4.6875, 4.625, 4.65625, 4.53125, 4.5, 4.46875, 4.4375, 4.3125, 4.40625, 4.375, 4.3125, 4.34375, 4.3125, 4.21875, 4.21875, 4.21875, 4.09375, 4.1875, 4.15625, 4.09375, 4.15625, 4.34375, 4.0, 4.125, 4.0625, 4.09375, 4.0625, 4.09375, 3.890625, 4.0, 3.953125, 4.0625, 3.8125, 4.0, 3.90625, 3.78125, 3.796875, 4.0, 3.796875, 3.765625, 3.796875, 3.8125, 3.765625, 3.828125, 3.703125, 3.703125, 3.703125, 3.71875, 3.734375, 3.625, 3.671875, 3.6875, 3.640625, 3.640625, 3.65625, 3.703125, 3.6875, 3.53125, 3.609375, 3.515625, 3.625, 3.640625, 3.5625, 3.546875, 3.578125, 3.5625, 3.609375, 3.5625, 3.546875, 3.5625, 3.484375, 3.546875, 3.359375, 3.40625, 3.484375, 3.546875, 3.46875, 3.453125, 3.421875, 3.484375, 3.515625, 3.359375, 3.34375, 3.453125, 3.515625, 3.359375, 3.421875, 3.375, 3.421875, 3.34375, 3.296875, 3.4375, 3.46875, 3.40625, 3.40625, 3.375, 3.359375, 3.328125, 3.28125, 3.296875, 3.328125, 3.296875, 3.140625, 3.265625, 3.21875, 3.3125, 3.296875, 3.25, 3.171875, 3.28125, 3.140625, 3.234375, 3.140625, 3.171875, 3.15625, 3.234375, 3.125, 3.25, 3.1875, 3.203125, 3.171875, 3.140625, 3.109375, 3.3125, 3.109375, 3.078125, 3.109375, 3.09375, 3.171875, 3.078125]","[5.515748023986816, 5.097605228424072, 4.728708267211914, 4.474706172943115, 4.377310276031494, 4.264099597930908, 4.195985317230225, 4.104001998901367, 4.160359859466553, 4.0283203125, 3.9838242530822754, 3.857076406478882, 3.902731418609619, 3.7675790786743164, 3.712273120880127, 3.703251600265503, 3.6799705028533936, 3.603881359100342, 3.6431033611297607, 3.60024356842041, 3.5493295192718506, 3.569810390472412, 3.4765069484710693, 3.5139033794403076, 3.4724013805389404, 3.4259519577026367, 3.434790849685669, 3.4438583850860596, 3.407851457595825, 3.34332013130188, 3.357583999633789, 3.399768352508545, 3.3807315826416016, 3.3130733966827393, 3.2783992290496826, 3.2633025646209717]","[0.18103328347206116, 0.19950713217258453, 0.20600880682468414, 0.21357662975788116, 0.22726160287857056, 0.22920162975788116, 0.2310193032026291, 0.23669952154159546, 0.25145065784454346, 0.25492867827415466, 0.25255173444747925, 0.2607137858867645, 0.265432745218277, 0.2753775119781494, 0.27553480863571167, 0.27736997604370117, 0.27925756573677063, 0.2857067883014679, 0.28621363639831543, 0.29119476675987244, 0.2923556864261627, 0.3032861649990082, 0.2977858781814575, 0.2960692346096039, 0.304459810256958, 0.30211254954338074, 0.30375492572784424, 0.3103357255458832, 0.3103357255458832, 0.3094031512737274, 0.32384926080703735, 0.317497193813324, 0.3197265565395355, 0.32585227489471436, 0.32350850105285645, 0.30138492584228516, 0.3350319564342499, 0.31798648834228516, 0.3331676125526428, 0.32936787605285645, 0.328995019197464, 0.32471591234207153, 0.34579190611839294, 0.3408735692501068, 0.3441050946712494, 0.32837358117103577, 0.35928621888160706, 0.3400212824344635, 0.34786930680274963, 0.3596590757369995, 0.3574751317501068, 0.34101560711860657, 0.3544921875, 0.35550424456596375, 0.35468748211860657, 0.35349786281585693, 0.36251774430274963, 0.3516867756843567, 0.36198508739471436, 0.36642399430274963, 0.3699396252632141, 0.35923293232917786, 0.36416903138160706, 0.37349075078964233, 0.37450283765792847, 0.36033380031585693, 0.3702769875526428, 0.3682705760002136, 0.36688563227653503, 0.36480823159217834, 0.36516332626342773, 0.38100141286849976, 0.3687855005264282, 0.377823144197464, 0.36837711930274963, 0.37020596861839294, 0.3771129250526428, 0.3794744312763214, 0.3729935884475708, 0.3741299510002136, 0.37095168232917786, 0.3762784004211426, 0.3756214380264282, 0.37860438227653503, 0.38526275753974915, 0.3763671815395355, 0.3957386314868927, 0.3943004012107849, 0.3866654634475708, 0.37927910685539246, 0.3834339380264282, 0.38174715638160706, 0.39037641882896423, 0.3857421875, 0.3802379071712494, 0.4029829502105713, 0.3995383381843567, 0.38410866260528564, 0.38013139367103577, 0.39618250727653503, 0.38961291313171387, 0.3958096504211426, 0.39014557003974915, 0.3974076509475708, 0.40276986360549927, 0.3837357759475708, 0.3853338062763214, 0.39651986956596375, 0.3960759937763214, 0.39083805680274963, 0.39359018206596375, 0.39991119503974915, 0.40749287605285645, 0.40053266286849976, 0.4006747007369995, 0.40548649430274963, 0.4252130687236786, 0.4105113446712494, 0.41040483117103577, 0.4048650562763214, 0.4023970067501068, 0.4078480005264282, 0.4147017002105713, 0.40104758739471436, 0.41759586334228516, 0.41099074482917786, 0.42018818855285645, 0.41942471265792847, 0.4187677502632141, 0.40548649430274963, 0.4231534004211426, 0.40335580706596375, 0.4137251377105713, 0.4096413254737854, 0.4112038314342499, 0.4160866439342499, 0.41720524430274963, 0.39955610036849976, 0.42299360036849976, 0.4326171875, 0.4211292564868927, 0.4244673252105713, 0.41743606328964233, 0.4282670319080353]","[0.22358067333698273, 0.24624349176883698, 0.271751344203949, 0.2948111593723297, 0.30286458134651184, 0.30768883228302, 0.3171158730983734, 0.3284505009651184, 0.3184179365634918, 0.3347330689430237, 0.33921873569488525, 0.3513737618923187, 0.346354216337204, 0.35885414481163025, 0.36233070492744446, 0.36707672476768494, 0.3649999797344208, 0.3736328184604645, 0.3707161545753479, 0.3768034279346466, 0.3808920085430145, 0.3809439539909363, 0.3826887905597687, 0.38347652554512024, 0.38667967915534973, 0.39548826217651367, 0.3922395706176758, 0.39546218514442444, 0.3931836187839508, 0.40338531136512756, 0.39574214816093445, 0.3959049582481384, 0.40251287817955017, 0.40877607464790344, 0.41073572635650635, 0.4153710901737213]","[248.57496643066406, 163.62904357910156, 113.14896392822266, 87.7685546875, 79.62335205078125, 71.10067749023438, 66.41896057128906, 60.58209228515625, 64.09441375732422, 56.166343688964844, 53.72195053100586, 47.32666778564453, 49.53744888305664, 43.27506637573242, 40.946678161621094, 40.57893753051758, 39.6451301574707, 36.740474700927734, 38.21014404296875, 36.60706329345703, 34.7899055480957, 35.5097770690918, 32.34646224975586, 33.579010009765625, 32.21393585205078, 30.7518367767334, 31.02485466003418, 31.307453155517578, 30.20022201538086, 28.312911987304688, 28.71965789794922, 29.957094192504883, 29.392202377319336, 27.469362258911133, 26.5332088470459, 26.13565444946289]","[0.24347444610854585, 0.5003470557515894, 0.28684800705010294, 0.3124024454971057, 0.27348464065600536, 0.257078444284607, 0.2758546485194823, 0.2641144065773173, 0.2873382163097773, 0.2864753136994748, 0.3113400194368063, 0.26765042197566774, 0.21728035026262152, 0.23649039785864764, 0.19570111453154831, 0.18344257603596842, 0.24839375794016944, 0.21249075973148113, 0.21926533451409713, 0.22918693857407704, 0.19338868193317443, 0.1728486907193074, 0.22735096881181918, 0.1577322894152631, 0.22158649771279648, 0.14646510235842072, 0.17581280071881678, 0.1431469311285607, 0.17401418746956634, 0.14214171664257227, 0.31166833838016195, 0.09784658004349814, 0.2351658789035236, 0.17625576913954594, 0.08886661503156784, 0.0755226932151371]","[5.44610107421875, 10.904185546875, 16.38111669921875, 21.8868486328125, 27.418173828125003, 33.027215820312506, 38.73390234375, 44.51026171875, 50.637068359375, 56.770548828125, 62.905648437500005, 72.28784472656251, 83.82507226562501, 95.2477412109375, 107.9893876953125, 122.67865429687501, 139.28308398437503, 157.34072265625002, 178.04761914062502, 198.51071093750002, 221.25626757812503, 244.00591601562502, 266.1620078125, 292.16082226562503, 320.687201171875, 352.100611328125, 382.3188046875, 424.09096875, 475.73777734375, 543.99650390625, 635.12271484375, 796.68287109375, 1025.06837109375, 1284.65108984375, 2023.33065234375, 2732.00115234375]","[629376, 1201536, 1773696, 2345856, 3490176, 4062336, 4634496, 5206656, 6350976, 6923136, 7495296, 8067456, 9211776, 9783936, 10356096, 10928256, 12072576, 12644736, 13216896, 13789056, 14930816, 15501696, 16072576, 16643456, 17785216, 18356096, 18924416, 19492736, 20629376, 21197696, 21766016, 22334336, 23465856, 24029056, 24592256, 25155456, 26281856, 26845056, 27408256, 27971456, 29097856, 29661056, 30224256, 30787456, 32082816, 32814976, 33716096, 34673536, 36757376, 37658496, 38953856, 39967616, 42164096, 43290496, 44247936, 45205376, 47570816, 48753536, 49992576, 51118976, 53484416, 54667136, 56018816, 57595776, 60862336, 62439296, 64016256, 65536896, 68465536, 70211456, 71788416, 73365376, 77195136, 78997376, 81081216, 82996096, 86882176, 88853376, 90768256, 92570496, 96681856, 99047296, 101074816, 103102336, 106875776, 108903296, 111156096, 113465216, 117914496, 119773056, 121800576, 123884416, 128164736, 130417536, 132726656, 135430016, 140555136, 143145856, 145849216, 148608896, 154860416, 157676416, 160379776, 163195776, 168771456, 171362176, 174065536, 176994176, 183358336, 186568576, 190736256, 195016576, 203915136, 208758656, 213996416, 218389376, 229033856, 234496896, 239678336, 248689536, 261981056, 270485376, 277750656, 288226176, 312162176, 326354816, 338857856, 358231936, 391742336, 408750976, 436009856, 458425216, 506071936, 529332096, 557492096, 576753536, 655770496, 753767296, 810030976, 872489856, 996224896, 1057388416, 1114609536, 1201961856]","[2860800, 5721600, 8582400, 11443200, 14302848, 17157248, 20004224, 22845824, 25662336, 28478336, 31294336, 35630976, 40981376, 46275456, 52189056, 59003776, 66719616, 75111296, 84742016, 94260096, 104848256, 115436416, 125742976, 137851776, 151143296, 165786496, 179866496, 199353216, 223458176, 255335296, 297913216, 373438336, 480221056, 601590656, 947057536, 1278444416]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 6, 6, 7, 8, 8, 9, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 4, 5, 7, 10]"
